geonameid	name	latitude	longitude	country	admin1	admin2	population	elevation	gtopo30	timezone
1129648	Qarāvol	37.2211111	68.78	AF	Kunduz Province		24544		327	Asia/Kabul
1130490	Pol-e Khomrī	35.9425	68.7191667	AF	Velāyat-e Baghlān		56369		832	Asia/Kabul
1131316	Paghmān	34.5875	68.9533333	AF	Kabul		49157		2276	Asia/Kabul
1132495	Nahrīn	36.0652778	69.1338889	AF	Velāyat-e Baghlān		22363		1156	Asia/Kabul
1133574	Mehtar Lām	34.6713889	70.2094444	AF	Laghmān		17345		768	Asia/Kabul
1133616	Mazār-e Sharīf	36.7069444	67.1122222	AF	Velāyat-e Balkh		303282		369	Asia/Kabul
1134720	لشكر گاه	31.58	64.36	AF	Velāyat-e Helmand		43934		775	Asia/Kabul
1135158	Kūshk	33.2961111	61.9527778	AF	Herat Province		16952		1126	Asia/Kabul
1135689	Kondūz	36.72	68.86	AF	Kunduz Province		161902		394	Asia/Kabul
1136469	خوست	33.3380556	69.9202778	AF	Khowst		96123		1178	Asia/Kabul
1136575	Tāshqorghān	36.6952778	67.6980556	AF	Velāyat-e Balkh		64933		460	Asia/Kabul
1136863	Khāsh	31.5291667	62.7925	AF	Velāyat-e Nīmrūz		15133		578	Asia/Kabul
1137168	خان آباد	36.68	69.11	AF	Kunduz Province		71531		490	Asia/Kabul
1137807	Karokh	34.4791667	62.5869444	AF	Herat Province		17484		1309	Asia/Kabul
1138336	كندهار	31.61	65.7	AF	Velāyat-e Kandahār		391190		1015	Asia/Kabul
1138958	Kabul	34.5166667	69.1833333	AF	Kabul		3043532		1808	Asia/Kabul
1139715	جلال آباد	34.42	70.45	AF	Velāyat-e Nangarhār		200331		573	Asia/Kabul
1139807	جبل السراج	35.11	69.23	AF	Parvān		15032		1561	Asia/Kabul
1140026	هرات	34.34	62.19	AF	Herat Province		272806		927	Asia/Kabul
1141540	Gereshk	31.8188889	64.5647222	AF	Velāyat-e Helmand		43588		844	Asia/Kabul
1141857	گرديز	33.59	69.22	AF	Paktia Province		103601		2279	Asia/Kabul
1142170	Feyẕābād	37.1175	70.5797222	AF	Velāyat-e Badakhshān		40276		1235	Asia/Kabul
1142264	فراه	32.37	62.11	AF	Velāyat-e Farāh		43561		653	Asia/Kabul
1142404	Eslām Qal`eh	34.6666667	61.0666667	AF	Herat Province		18086		721	Asia/Kabul
1145352	چاريكار	35.01	69.17	AF	Parvān		53676		1534	Asia/Kabul
1147066	Barakī Barak	33.9675	68.9486111	AF	Lowgar		22305		1937	Asia/Kabul
1147290	Balkh	36.7586111	66.8961111	AF	Velāyat-e Balkh		114883		328	Asia/Kabul
1147540	بغلان	36.12	68.7	AF	Velāyat-e Baghlān		108449		565	Asia/Kabul
1148106	Āt Khvājeh	37.0841667	69.4805556	AF	Takhār		18623		474	Asia/Kabul
1148205	اسمار	35.03	71.35	AF	Konar		15708		934	Asia/Kabul
1148658	Andkhvoy	36.9525	65.1236111	AF	Faryab Province		29208		319	Asia/Kabul
1469706	Āchīn	34.12	70.7	AF	Velāyat-e Nangarhār		15098		997	Asia/Kabul
363243	Sarandë	39.8755556	20.0052778	AL	Qarku i Vlorës		15147		170	Europe/Tirane
782661	Kukës	42.0769444	20.4219444	AL	Qarku i Kukësit		17832		339	Europe/Tirane
782756	Korçë	40.6186111	20.7808333	AL	Qarku i Korçës		58259		876	Europe/Tirane
783148	Gjirokastër	40.0758333	20.1388889	AL	Qarku i Gjirokastrës		23437		213	Europe/Tirane
783263	Elbasan	41.1125	20.0822222	AL	Qarku i Elbasanit		100903		126	Europe/Tirane
783493	Burrel	41.6102778	20.0088889	AL	Qarku i Dibrës		15405		196	Europe/Tirane
3183719	Vlorë	40.4666667	19.4897222	AL	Qarku i Vlorës		89546		58	Europe/Tirane
3183875	Tirana	41.3275	19.8188889	AL	Qarku i Tiranës		374801		103	Europe/Tirane
3184081	Shkodër	42.0682828884085	19.5125770568848	AL	21		88245		17	Europe/Tirane
3184517	Patos Fshat	40.6427778	19.6508333	AL	Qarku i Fierit		22679		118	Europe/Tirane
3184862	Lushnjë	40.9419444	19.705	AL	Qarku i Fierit		41469		81	Europe/Tirane
3184935	Lezhë	41.7836111	19.6436111	AL	Qarku i Lezhës		18695		82	Europe/Tirane
3185012	Laç	41.6355556	19.7130556	AL	Qarku i Lezhës		24825		89	Europe/Tirane
3185060	Kuçovë	40.8002778	19.9166667	AL	Qarku i Beratit		18166		95	Europe/Tirane
3185082	Krujë	41.5091667	19.7927778	AL	Qarku i Durrësit		21286		870	Europe/Tirane
3185211	Kavajë	41.1855556	19.5569444	AL	Qarku i Tiranës		29354		10	Europe/Tirane
3185670	Fier-Çifçi	40.7166667	19.5666667	AL	Qarku i Fierit		60995		7	Europe/Tirane
3185728	Durrës	41.3230556	19.4413889	AL	Qarku i Durrësit		122034		-9999	Europe/Tirane
3186084	Berat	40.7058333	19.9522222	AL	Qarku i Beratit		46866		69	Europe/Tirane
174875	Kapan	39.2011111	46.415	AM	Syunikʼ		33160		822	Asia/Yerevan
174895	Goris	39.5077778	46.3386111	AM	Syunikʼ		20379		1363	Asia/Yerevan
174972	Hats'avan	39.4627778	45.9730556	AM	Syunikʼ		15208		1682	Asia/Yerevan
174979	Artashat	39.9538889	44.5505556	AM	Ararat		20562		837	Asia/Yerevan
174991	Ararat	39.8302778	44.7025	AM	Ararat		28832		813	Asia/Yerevan
616052	Yerevan	40.1811111	44.5136111	AM	Yerevan		1093485		1002	Asia/Yerevan
616062	Ejmiatsin	40.1727778	44.2925	AM	Armavir		49513		879	Asia/Yerevan
616199	Spitak	40.8372222	44.2675	AM	Armenia (general)		15059		1543	Asia/Yerevan
616250	Sevan	40.555	44.9536111	AM	Gegharkʼunikʼ		17083		1905	Asia/Yerevan
616435	Masis	40.0672222	44.4361111	AM	Ararat		18911		843	Asia/Yerevan
616530	Vanadzor	40.8127778	44.4883333	AM	Lorri		101098		1320	Asia/Yerevan
616599	Gavarr	40.3588889	45.1266667	AM	Gegharkʼunikʼ		21680		1982	Asia/Yerevan
616629	Hrazdan	40.5016667	44.7547222	AM	Kotaykʼ		40795		1735	Asia/Yerevan
616631	Armavir	40.1522222	44.0308333	AM	Armavir		25963		878	Asia/Yerevan
616635	Gyumri	40.7894444	43.8475	AM	Shirak		148381		1545	Asia/Yerevan
616877	Ashtarak	40.3016667	44.3591667	AM	Aragatsotn		18779		1190	Asia/Yerevan
617026	Abovyan	40.2691667	44.6244444	AM	Kotaykʼ		35673		1408	Asia/Yerevan
3513090	Willemstad	12.1	-68.9166667	AN	Netherlands Antilles (general)		97590		1	America/Curacao
145531	Saurimo	-9.65	20.4	AO	Lunda Sul		40498		1041	Africa/Luanda
145724	Lucapa	-8.4166667	20.75	AO	Lunda Norte		20115		929	Africa/Luanda
876177	Luau	-10.7	22.2333333	AO	Moxico		18465		1109	Africa/Luanda
2236568	Uíge	-7.6166667	15.05	AO	Uíge		60008		859	Africa/Luanda
2236967	Soyo	-6.1333333	12.3666667	AO	Zaire		67491		6	Africa/Luanda
2239001	N'zeto	-7.2333333	12.8666667	AO	Zaire		18352		8	Africa/Luanda
2239520	M'banza Congo	-6.2666667	14.25	AO	Zaire		24220		409	Africa/Luanda
2239862	Malanje	-9.5447222	16.3452778	AO	Malanje		87046		1156	Africa/Luanda
2240449	Luanda	-8.8383333	13.2344444	AO	Luanda		2776168		6	Africa/Luanda
2242001	Caxito	-8.58	13.6641667	AO	Bengo		28224		84	Africa/Luanda
2243271	Cabinda	-5.55	12.2	AO	Cabinda		66020		1	Africa/Luanda
3346015	Sumbe	-11.2	13.8333333	AO	Cuanza Sul		33277		-9999	Africa/Luanda
3347019	Namibe	-15.1961111	12.1522222	AO	Namibe		80149		9	Africa/Luanda
3347719	Luena	-11.7833333	19.9166667	AO	Moxico		21115		1330	Africa/Luanda
3347762	Lubango	-14.9166667	13.5	AO	Huíla		102541		1719	Africa/Luanda
3347853	Longonjo	-12.9066667	15.2533333	AO	Huambo		24346		1402	Africa/Luanda
3347939	Lobito	-12.3480556	13.5455556	AO	Benguela		207932		14	Africa/Luanda
3348078	Kuito	-12.3833333	16.9333333	AO	Bié		113624		1631	Africa/Luanda
3348313	Huambo	-12.7761111	15.7391667	AO	Huambo		226145		1723	Africa/Luanda
3350246	Catumbela	-12.4313889	13.5472222	AO	Benguela		16977		31	Africa/Luanda
3350372	Catabola	-12.15	17.2833333	AO	Bié		18855		1524	Africa/Luanda
3351014	Camacupa	-12.0166667	17.4833333	AO	Bié		19150		1475	Africa/Luanda
3351024	Caluquembe	-13.7833333	14.6833333	AO	Huíla		30300		1769	Africa/Luanda
3351500	Caála	-12.8525	15.5605556	AO	Huambo		21205		1747	Africa/Luanda
3351663	Benguela	-12.5783333	13.4072222	AO	Benguela		151226		30	Africa/Luanda
3427213	Zárate	-34.0922222	-59.035	AR	Buenos Aires		88781		27	America/Argentina/Buenos_Aires
3427833	Tandil	-37.3166667	-59.15	AR	Buenos Aires		104325		189	America/Argentina/Buenos_Aires
3428759	San Lorenzo	-28.1333333	-58.7666667	AR	Corrientes		47626		70	America/Argentina/Cordoba
3429577	Resistencia	-27.45	-58.9833333	AR	Chaco		387158		48	America/Argentina/Catamarca
3429594	Reconquista	-29.15	-59.65	AR	Santa Fe		90184		32	America/Argentina/Cordoba
3429886	Posadas	-27.3833333	-55.8833333	AR	Misiones		312060		54	America/Argentina/Buenos_Aires
3430340	Oberá	-27.4833333	-55.1333333	AR	Misiones		56528		302	America/Argentina/Buenos_Aires
3430443	Necochea	-38.55	-58.75	AR	Buenos Aires		80478		31	America/Argentina/Buenos_Aires
3430708	Mercedes	-34.6544444	-59.4344444	AR	Buenos Aires		52949		40	America/Argentina/Buenos_Aires
3430709	Mercedes	-29.2	-58.0833333	AR	Corrientes		30649		85	America/Argentina/Buenos_Aires
3430863	Mar del Plata	-38.0	-57.55	AR	Buenos Aires		553935		39	America/Argentina/Buenos_Aires
3430988	Luján	-34.5702778	-59.105	AR	Buenos Aires		81749		22	America/Argentina/Buenos_Aires
3432043	La Plata	-34.9313889	-57.9488889	AR	Buenos Aires		694167		29	America/Argentina/Buenos_Aires
3433658	Gualeguaychú	-33.0102778	-58.5141667	AR	Entre Ríos		78676		15	America/Argentina/Buenos_Aires
3433663	Gualeguay	-33.1444444	-59.3291667	AR	Entre Ríos		33120		15	America/Argentina/Buenos_Aires
3433715	Goya	-29.1333333	-59.2666667	AR	Corrientes		70245		23	America/Argentina/Cordoba
3433899	Formosa	-26.1833333	-58.1833333	AR	Formosa		221383		55	America/Argentina/Catamarca
3435038	Dolores	-36.3333333	-57.6666667	AR	Buenos Aires		25190		9	America/Argentina/Buenos_Aires
3435217	Corrientes	-27.4666667	-58.8333333	AR	Corrientes		339067		52	America/Argentina/Catamarca
3435261	Concordia	-31.4	-58.0333333	AR	Entre Ríos		145210		22	America/Argentina/Buenos_Aires
3435264	Concepción del Uruguay	-32.4833333	-58.2283333	AR	Entre Ríos		67895		3	America/Argentina/Buenos_Aires
3435810	Campana	-34.1769444	-58.9208333	AR	Buenos Aires		81612		3	America/Argentina/Buenos_Aires
3435910	Buenos Aires	-34.5875	-58.6725	AR	Distrito Federal		13076300		14	America/Argentina/Buenos_Aires
3436199	Azul	-36.7833333	-59.85	AR	Buenos Aires		53941		137	America/Argentina/Buenos_Aires
3832694	Villa María	-32.4166667	-63.25	AR	Córdoba		92453		187	America/Argentina/Cordoba
3832778	Villa Constitución	-33.2333333	-60.3333333	AR	Santa Fe		44271		50	America/Argentina/Buenos_Aires
3832791	Villa Carlos Paz	-31.4	-64.5166667	AR	Córdoba		69451		686	America/Argentina/Cordoba
3832899	Viedma	-40.8	-63.0	AR	Río Negro		48940		12	America/Argentina/Buenos_Aires
3832934	Victoria	-32.6184122411498	-60.1547813415527	AR	Entre Ríos		25139		36	America/Argentina/Buenos_Aires
3833062	Venado Tuerto	-33.7497222	-61.9669444	AR	Santa Fe		72340		109	America/Argentina/Cordoba
3833112	Veinticinco de Mayo	-35.4280556	-60.1741667	AR	Buenos Aires		24668		59	America/Argentina/Buenos_Aires
3833367	Ushuaia	-54.8	-68.3	AR	Tierra del Fuego, Antártida e Islas del Atlántico Sur		58028		-9999	America/Argentina/Ushuaia
3833859	Tres Arroyos	-38.3833333	-60.2833333	AR	Buenos Aires		47136		100	America/Argentina/Buenos_Aires
3833883	Trelew	-43.248953896869	-65.3050518035889	AR	Chubut		93442		10	America/Argentina/Rio_Gallegos
3834601	Tartagal	-22.5333333	-63.8166667	AR	Salta		60819		468	America/Argentina/Jujuy
3835869	Santiago del Estero	-27.7833333	-64.2666667	AR	Santiago del Estero		354692		180	America/Argentina/Catamarca
3835994	Santa Rosa	-36.6166667	-64.2833333	AR	La Pampa		111424		176	America/Argentina/Mendoza
3836277	Santa Fe	-31.6333333	-60.7	AR	Santa Fe		468632		20	America/Argentina/Cordoba
3836564	San Salvador de Jujuy	-24.1833333	-65.3	AR	Jujuy		305891		1206	America/Argentina/Jujuy
3836620	San Ramón de la Nueva Orán	-23.1322304487324	-64.3259811401367	AR	Salta		74059		357	America/Argentina/Jujuy
3836669	San Rafael	-34.6	-68.3333333	AR	Mendoza		109163		691	America/Argentina/Mendoza
3836772	San Pedro	-24.2333333	-64.8666667	AR	Jujuy		58430		563	America/Argentina/Jujuy
3836846	San Nicolás de los Arroyos	-33.3302778	-60.2269444	AR	Buenos Aires		127742		6	America/Argentina/Buenos_Aires
3836873	San Miguel de Tucumán	-26.8166667	-65.2166667	AR	Tucumán		781023		437	America/Argentina/Catamarca
3836992	San Martín	-33.0666667	-68.4666667	AR	Mendoza		82549		656	America/Argentina/Mendoza
3837056	San Luis	-33.3	-66.35	AR	San Luis		183982		709	America/Argentina/Mendoza
3837213	San Juan	-31.5375	-68.5363889	AR	San Juan		447048		650	America/Argentina/Mendoza
3837675	San Francisco	-31.4333333	-62.0833333	AR	Córdoba		59062		123	America/Argentina/Cordoba
3837702	San Fernando del Valle de Catamarca	-28.4666667	-65.7833333	AR	Catamarca		188812		520	America/Argentina/La_Rioja
3837856	San Carlos de Bariloche	-41.15	-71.3	AR	Río Negro		95394		894	America/Argentina/Mendoza
3838233	Salta	-24.7833333	-65.4166667	AR	Salta		512686		1171	America/Argentina/Jujuy
3838583	Rosario	-32.9511111	-60.6663889	AR	Santa Fe		1173533		11	America/Argentina/Buenos_Aires
3838793	Río Tercero	-32.1833333	-64.1	AR	Córdoba		53389		365	America/Argentina/Cordoba
3838859	Río Gallegos	-51.6333333	-69.2166667	AR	Santa Cruz		85700		13	America/Argentina/Rio_Gallegos
3838874	Río Cuarto	-33.1333333	-64.35	AR	Córdoba		153757		422	America/Argentina/Cordoba
3839307	Rawson	-43.3	-65.1	AR	Chubut		26335		4	America/Argentina/Rio_Gallegos
3839479	Rafaela	-31.2666667	-61.4833333	AR	Santa Fe		88713		91	America/Argentina/Cordoba
3839982	Punta Alta	-38.8833333	-62.0833333	AR	Buenos Aires		57209		3	America/Argentina/Buenos_Aires
3840092	Puerto Madryn	-42.7666667	-65.05	AR	Chubut		64555		18	America/Argentina/Rio_Gallegos
3840300	Presidencia Roque Sáenz Peña	-26.7833333	-60.45	AR	Chaco		81879		87	America/Argentina/Catamarca
3841490	Pergamino	-33.8925	-60.5725	AR	Buenos Aires		87652		57	America/Argentina/Buenos_Aires
3841956	Paraná	-31.7333333	-60.5333333	AR	Entre Ríos		262295		68	America/Argentina/Cordoba
3842670	Olavarría	-36.9	-60.2833333	AR	Buenos Aires		86320		163	America/Argentina/Buenos_Aires
3842881	Nueve de Julio	-35.4541667	-60.8913889	AR	Buenos Aires		34718		83	America/Argentina/Buenos_Aires
3843123	Neuquén	-38.95	-68.0666667	AR	Neuquén		242092		255	America/Argentina/Mendoza
3844421	Mendoza	-32.8833333	-68.8166667	AR	Mendoza		876884		824	America/Argentina/Mendoza
3846864	Lincoln	-34.865	-61.5319444	AR	Buenos Aires		24798		78	America/Argentina/Buenos_Aires
3846915	Libertador General San Martín	-23.8	-64.8	AR	Jujuy		49267		473	America/Argentina/Jujuy
3848950	La Rioja	-29.4333333	-66.85	AR	La Rioja		162620		465	America/Argentina/La_Rioja
3853354	Junín	-34.585	-60.9588889	AR	Buenos Aires		85007		77	America/Argentina/Buenos_Aires
3855065	General Roca	-39.0333333	-67.5833333	AR	Río Negro		73212		232	America/Argentina/Mendoza
3855075	General Pico	-35.6666667	-63.7333333	AR	La Pampa		57029		103	America/Argentina/Cordoba
3859552	Cutral-Có	-38.9333333	-69.2333333	AR	Neuquén		47380		612	America/Argentina/Mendoza
3860164	Coronel Suárez	-37.4666667	-61.9166667	AR	Buenos Aires		27000		228	America/Argentina/Buenos_Aires
3860259	Córdoba	-31.4	-64.1833333	AR	Córdoba		1428214		384	America/Argentina/Cordoba
3860443	Comodoro Rivadavia	-45.8666667	-67.5	AR	Distrito Federal		140850		18	America/Argentina/Rio_Gallegos
3861344	Chivilcoy	-34.9083333	-60.0305556	AR	Buenos Aires		54514		34	America/Argentina/Buenos_Aires
3861953	Chacabuco	-34.6416667	-60.4738889	AR	Buenos Aires		34587		66	America/Argentina/Buenos_Aires
3864331	Bell Ville	-32.6166667	-62.7	AR	Córdoba		35105		123	America/Argentina/Cordoba
3865086	Bahía Blanca	-38.7166667	-62.2833333	AR	Buenos Aires		276546		21	America/Argentina/Buenos_Aires
3866163	Alta Gracia	-31.6666667	-64.4333333	AR	Córdoba		40384		516	America/Argentina/Cordoba
2760910	Wolfsberg	46.8405556	14.8441667	AT	Carinthia		25610		555	Europe/Vienna
2761353	Wiener Neustadt	47.8	16.25	AT	Lower Austria		38481		262	Europe/Vienna
2761369	Wien	48.2084877601653	16.3720750808716	AT	Bundesland Wien		1569316		164	Europe/Vienna
2761524	Wels	48.1666667	14.0333333	AT	Bundesland Oberösterreich		57946		315	Europe/Vienna
2761669	Weinzierl bei Krems	48.4	15.6	AT	Lower Austria		24092		189	Europe/Vienna
2762372	Villach	46.6102778	13.8558333	AT	Carinthia		58882		473	Europe/Vienna
2763423	Traun	48.2166667	14.2333333	AT	Bundesland Oberösterreich		23959		271	Europe/Vienna
2763460	Traiskirchen	48.0166667	16.2833333	AT	Lower Austria		16212		202	Europe/Vienna
2763795	Ternitz	47.7166667	16.0333333	AT	Lower Austria		15153		386	Europe/Vienna
2764359	Steyr	48.05	14.4166667	AT	Bundesland Oberösterreich		39566		290	Europe/Vienna
2764786	Spittal an der Drau	46.8	13.5	AT	Carinthia		16363		564	Europe/Vienna
2765388	Schwechat	48.1333333	16.4666667	AT	Lower Austria		15711		167	Europe/Vienna
2766429	Sankt Pölten	48.2	15.6333333	AT	Lower Austria		49001		262	Europe/Vienna
2766824	Salzburg	47.8	13.0333333	AT	Bundesland Salzburg		150269	424	447	Europe/Vienna
2766922	Saalfelden am Steinernen Meer	47.4166667	12.85	AT	Bundesland Salzburg		16119		755	Europe/Vienna
2771335	Mödling	48.0833333	16.2833333	AT	Lower Austria		20710		222	Europe/Vienna
2772173	Lustenau	47.4330556	9.65	AT	Vorarlberg		20218		398	Europe/Vienna
2772400	Linz	48.3063888888	14.286111111	AT	Bundesland Oberösterreich		181162	266	263	Europe/Vienna
2772635	Leonding	48.2666667	14.25	AT	Bundesland Oberösterreich		22736		275	Europe/Vienna
2772649	Leoben	47.3833333	15.1	AT	Bundesland Steiermark		24809		552	Europe/Vienna
2773300	Kufstein	47.5833333	12.1666667	AT	Bundesland Tirol		16115		590	Europe/Vienna
2773913	Klosterneuburg	48.3052063585096	16.3252222537994	AT	09,03		24843		153	Europe/Vienna
2774326	Klagenfurt	46.6247222	14.3052778	AT	Carinthia		90610		443	Europe/Vienna
2774773	Kapfenberg	47.4333333	15.3	AT	Bundesland Steiermark		21819		711	Europe/Vienna
2775220	Innsbruck	47.2666667	11.4	AT	Bundesland Tirol		112467		566	Europe/Vienna
2776951	Hallein	47.6833333	13.1	AT	Bundesland Salzburg		18980		450	Europe/Vienna
2778067	Graz	47.0666667	15.45	AT	Bundesland Steiermark		222326		365	Europe/Vienna
2779674	Feldkirch	47.2330556	9.6	AT	Vorarlberg		29446		464	Europe/Vienna
2780741	Dornbirn	47.4166667	9.7330556	AT	Vorarlberg		43013		415	Europe/Vienna
2781503	Bregenz	47.5	9.7666667	AT	Vorarlberg		26928		772	Europe/Vienna
2781520	Braunau am Inn	48.2666667	13.0333333	AT	Bundesland Oberösterreich		16403		360	Europe/Vienna
2782067	Baden	48.0166667	16.2333333	AT	Lower Austria		24893		289	Europe/Vienna
2782555	Amstetten	48.1166667	14.8666667	AT	Lower Austria		22832		268	Europe/Vienna
2058430	Whyalla	-33.0333333	137.5833333	AU	South Australia		19645		1	Australia/Adelaide
2062276	Roebourne	-20.7833333	117.1333333	AU	Western Australia		19260		11	Australia/Perth
2063523	Perth	-31.9333333	115.8333333	AU	Western Australia		1446704		32	Australia/Perth
2065594	Mount Isa	-20.7333333	139.5	AU	Queensland		22549		438	Australia/Lindeman
2067119	Mandurah	-32.55	115.7	AU	Western Australia		73356		1	Australia/Perth
2068079	Kwinana	-32.25	115.7666667	AU	Western Australia		20086		24	Australia/Perth
2068823	Kalgoorlie	-30.75	121.4666667	AU	Western Australia		36852		469	Australia/Perth
2070998	Geraldton	-28.7666667	114.6	AU	Western Australia		27258		2	Australia/Perth
2071059	Gawler	-34.6	138.7333333	AU	South Australia		16362		72	Australia/Adelaide
2073124	Darwin	-12.4666667	130.8333333	AU	Northern Territory		93080		-9999	Australia/Darwin
2075432	Bunbury	-33.3333333	115.6333333	AU	Western Australia		26369		1	Australia/Perth
2077895	Alice Springs	-23.7	133.8833333	AU	Northern Territory		26188		609	Australia/Broken_Hill
2077963	Albany	-35.0169444	117.8916667	AU	Western Australia		23913		85	Australia/Perth
2078025	Adelaide	-34.9333333	138.6	AU	South Australia		1074159		65	Australia/Adelaide
2143285	Wodonga	-36.1166667	146.8833333	AU	Victoria		31518		153	Australia/Melbourne
2144528	Warrnambool	-38.3833333	142.4833333	AU	Victoria		29928		1	Australia/Currie
2145110	Wagga Wagga	-35.1166667	147.3666667	AU	New South Wales		55381		148	Australia/Melbourne
2146108	Traralgon	-38.1833333	146.5333333	AU	Victoria		18226		119	Australia/Melbourne
2146142	Townsville	-19.25	146.8	AU	Queensland		138954		1	Australia/Lindeman
2146219	Torquay	-25.2833333	152.8666667	AU	Queensland		47556		-9999	Australia/Brisbane
2146268	Toowoomba	-27.55	151.9666667	AU	Queensland		92800		560	Australia/Brisbane
2147381	Taree	-31.9	152.4666667	AU	New South Wales		44182		56	Australia/Sydney
2147497	Tamworth	-31.1	150.9333333	AU	New South Wales		38551		545	Australia/Sydney
2147714	Sydney	-33.8678499639382	151.207323074341	AU	New South Wales		4394576		1	Australia/Sydney
2147914	Sunbury	-37.5833333	144.7333333	AU	Victoria		29925		197	Australia/Melbourne
2148997	South Grafton	-29.7	152.95	AU	New South Wales		16399		78	Australia/Brisbane
2149645	Shepparton	-36.3833333	145.4	AU	Victoria		33550		132	Australia/Melbourne
2151437	Rockhampton	-23.3833333	150.5	AU	Queensland		65850		2	Australia/Lindeman
2152286	Queanbeyan	-35.35	149.2333333	AU	New South Wales		32214		609	Australia/Sydney
2152659	Port Macquarie	-31.4333333	152.9166667	AU	New South Wales		48547		-9999	Australia/Sydney
2154219	Orange	-33.2833333	149.1	AU	New South Wales		30401		652	Australia/Sydney
2154787	Nowra	-34.8833333	150.6	AU	New South Wales		94781		1	Australia/Sydney
2155472	Newcastle	-32.9166667	151.75	AU	New South Wales		497955		1	Australia/Sydney
2155542	Nerang	-27.9833333	153.3333333	AU	Queensland		17684		49	Australia/Brisbane
2156643	Mount Gambier	-37.8333333	140.7666667	AU	South Australia		23209		82	Australia/Currie
2157109	Mooloolaba	-26.6833333	153.1166667	AU	Queensland		44502		-9999	Australia/Brisbane
2157698	Mildura	-34.2	142.15	AU	Victoria		47867		60	Australia/Melbourne
2158151	Melton	-37.6833333	144.5833333	AU	Victoria		32368		128	Australia/Melbourne
2158177	Melbourne	-37.8139965641595	144.963322877884	AU	Victoria		3730206		58	Australia/Melbourne
2158562	Maryborough	-25.5333333	152.7	AU	Queensland		20678		4	Australia/Brisbane
2159220	Mackay	-21.15	149.2	AU	Queensland		75922		-9999	Australia/Lindeman
2160063	Lismore	-28.8	153.2666667	AU	New South Wales		31430		134	Australia/Brisbane
2160517	Launceston	-41.45	147.1666667	AU	Tasmania		72458		105	Australia/Hobart
2161776	Katoomba	-33.7	150.3	AU	New South Wales		18593		720	Australia/Sydney
2164422	Griffith	-34.2833333	146.0333333	AU	New South Wales		15455		117	Australia/Melbourne
2164837	Goulburn	-34.75	149.7166667	AU	New South Wales		20940		563	Australia/Sydney
2165478	Gladstone	-23.85	151.25	AU	Queensland		30489		1	Australia/Brisbane
2165796	Geelong West	-38.1333333	144.35	AU	Victoria		150437		-9999	Australia/Melbourne
2166309	Forster	-32.1666667	152.5166667	AU	New South Wales		17591		-9999	Australia/Sydney
2167817	Echuca	-36.1333333	144.75	AU	Victoria		19457		73	Australia/Melbourne
2168305	Dubbo	-32.25	148.6166667	AU	New South Wales		29361		304	Australia/Sydney
2168943	Devonport	-41.1666667	146.35	AU	Tasmania		19317		1	Australia/Hobart
2169220	Deception Bay	-27.2	153.0333333	AU	Queensland		16090		3	Australia/Brisbane
2170078	Cranbourne	-38.1	145.2833333	AU	Victoria		39419		1	Australia/Melbourne
2170089	Craigieburn	-37.6	144.95	AU	Victoria		19728		156	Australia/Melbourne
2171085	Coffs Harbour	-30.3	153.1333333	AU	New South Wales		62978		8	Australia/Sydney
2171507	Wollongong	-34.4333333	150.8833333	AU	New South Wales		260914		26	Australia/Sydney
